commodity,year,num_ships,num_cargo_items,top_origin,top_destination
pine deal ends,1887,2,2,Quebec,London
pine deal ends,1889,1,1,Quebec,Greenock
pine deal ends,1893,1,1,Quebec,Greenock
pine deal ends and scantlings,1877,1,1,Richibouctou,Dundee
pine deal strips,1885,1,1,Quebec,London
pine deals,1874,3,3,Quebec,
pine deals,1875,7,7,Quebec,Greenock
pine deals,1877,22,22,Quebec,Dundee
pine deals,1881,4,4,Quebec,Liverpool
pine deals,1883,3,3,Quebec,Greenock
pine deals,1885,4,4,Quebec,Dundee
pine deals,1887,1,1,Montreal,Fleetwood
pine deals,1889,3,3,Quebec,Tyne
pine deals,1891,1,1,Montreal,Greenock
pine deals,1893,11,12,Quebec,Greenock
pine deals,1897,1,1,Montreal,London
pine deals,1899,1,1,Quebec,Bristol
pine deals and,1877,1,1,Brevig,Dundee
pine deals and battens,1899,1,1,"Dalhousie, N.B.",Montrose
pine deals and boards,1893,1,1,Laurvig,Poole
pine deals and boards,1897,1,1,New York,Bristol
pine deals and boards,1899,2,2,Baltimore,London
pine deals and ends,1893,1,1,Montreal,BELLYWOOD
pine deals and ends,1899,1,1,Montreal,Liverpool
pine deals spruce deals and ends,1877,1,1,Chatham,TIMBER
pine deck planks,1874,1,1,Quebec,London
pine ends,1874,1,1,GÃ¤vle,Bristol
pine ends,1881,2,2,St. John,Dublin
pine ends,1885,1,1,"Bathurst, N.B.",Dundee
pine ends,1899,1,1,Montreal,Liverpool
pine fir,1889,1,1,Quebec,Poole
pine hewn,1881,2,2,Quebec,Dundee
pine logs,1893,3,3,Quebec,Dundee
pine lumber,1885,1,1,Mobile,London
pine lumber,1887,1,1,New York,Liverpool
pine lumber,1891,2,2,Norfolk,Grimsby
pine lumber,1893,2,2,Puget Sound,Liverpool
pine lumber,1897,1,1,Pensacola,Liverpool
pine lumber,1898,1,1,Baltimore,Bristol
pine lumber,1899,3,3,New York,Tyne
pine lumber boards,1899,1,1,Sabine Pass,NELSON DOCK
pine lumber scantlings,1899,1,1,Sabine Pass,NELSON DOCK
pine palings,1874,1,1,Trois-RiviÃ¨res,
pine palings,1884,1,1,Richmond,Dundee
pine palmiage,1889,1,1,St. Etienne,Grimsby
pine plank,1883,1,1,Quebec,Dublin
pine planks,1877,1,1,Annapolis,
pine sawn,1881,1,1,Pensacola,Dundee
pine shedding,1889,1,1,Montreal,Liverpool
pine staves,1877,1,1,Quebec,Dundee
pine timber,1875,4,5,Pensacola,Borrowstounness
pine timber,1877,4,4,Pensacola,TIMBER
pine timber,1881,1,1,Quebec,Truro
pine timber,1887,4,4,Quebec,Tyne
pine timber,1889,7,7,Quebec,Liverpool
pine timber,1891,2,2,Hillsboro',Liverpool
pine timber,1893,1,1,Danzig,Liverpool
pine timber,1895,1,1,Darien,Tyne
pine timber,1896,1,1,Pensacola,Hull (Queen's Dock)
pine timber hewn,1877,1,1,Bridgewater,
pine wood,1875,1,1,Quebec,Greenock
pine wood,1891,1,1,Stettin,Grimsby
pinewood,1875,1,1,Klaipeda,London
pinewood,1889,4,4,Stettin,London
pinewood,1891,5,5,Stettin,London
pinewood,1892,2,2,Stettin,Liverpool
pinewood,1899,1,1,New York,Liverpool
pinewood boards,1891,1,1,Stettin,London
pinewood boards,1892,1,1,Stettin,Newport
pipe,1874,9,12,Quebec,Greenock
pipe,1875,24,28,Quebec,Greenock
pipe,1877,27,33,Quebec,Greenock
pipe,1878,1,1,New York,Bristol
pipe,1881,3,3,Riga,Grimsby
pipe,1883,36,36,Quebec,Liverpool
pipe,1884,3,3,New York,Liverpool
pipe,1885,30,30,New Orleans,Liverpool
pipe,1886,2,2,Odessa,London
pipe,1887,18,18,New York,Liverpool
pipe,1889,10,10,Quebec,Greenock
pipe,1891,14,14,New York,Liverpool
pipe,1892,1,1,Norfolk and Newport News,Dundee
pipe,1893,12,12,Boston,Liverpool
pipe,1897,2,2,New York,WELLINGTON DOCK
pipe,1898,1,1,New York,Dundee
pipe s,1877,1,1,Quebec,Greenock
pipe staves,1875,3,3,Quebec,Greenock
pipe staves,1877,15,1389,Riga,Dundee
pipe staves,1881,1,1,Mobile,
pipe staves,1883,1,1,New York,Tyne
pipe staves,1885,1,1,New Orleans,Liverpool
pipe staves,1886,1,1,New York,Dundee
pipe staves,1887,2,2,Quebec,Greenock
pipe staves,1889,2,2,New Orleans,Liverpool
pipe staves,1893,1,1,New Orleans,Liverpool
pipe timber,1893,1,1,Pensacola,Greenock
pit,1874,23,27,Gothenburg,Liverpool
pit,1875,99,128,Gothenburg,Bristol
pit,1876,2,2,Laurvig,Greenock
pit,1877,141,177,Gothenburg,Dundee
pit,1878,5,5,Gothenburg,
pit,1881,1008,1008,Christiania,Newport
pit,1882,14,14,Bayonne,Newport
pit,1883,487,487,Christiania,Tyne
pit,1884,17,17,Gothenburg,Liverpool
pit,1885,392,392,Halmstad,Borrowstounness
pit,1886,7,7,Bordeaux,Newport
pit,1887,596,597,Gothenburg,Grimsby
pit,1888,10,10,Gothenburg,Stockton
pit,1889,422,430,Gothenburg,Grimsby
pit,1890,13,15,Laurvig,Newport
pit,1891,412,415,Halmstad,Grimsby
pit,1892,14,14,Gothenburg,Newport
pit,1893,101,101,Gothenburg,Grimsby
pit,1895,60,60,Hudikswall,Grimsby
pit,1896,2,2,Stettin,Hull (Queen's Dock)
pit,1897,35,38,Gothenburg,Grimsby
pit,1898,9,10,Stettin,Grimsby
pit,1899,40,40,Stettin,Grimsby
pit chocks,1891,1,1,Hamburg,Goole
pit crowns,1899,1,1,Liepāja,TION
pit poles,1887,2,2,Gothenburg,Tyne
pit poles,1891,1,1,Gothenburg,Grimsby
pit prop,1893,1,1,Bordeaux,Newport
pit props,1874,1,1,Gothenburg,Liverpool
pit props,1875,49,65,Gothenburg,Bristol
pit props,1877,136,201,Gothenburg,Dundee
pit props,1889,122,123,Bordeaux,Newport
pit props,1890,7,7,Hennebont,Newport
pit props,1891,75,76,Risoer,Newport
pit props,1892,8,9,Gothenburg,Newport
pit props,1893,178,178,Gothenburg,Newport
pit props,1895,113,113,Gothenburg,Newport
pit props,1896,7,7,Hennebont,Newport
pit props,1897,77,78,Gothenburg,Newport
pit props,1898,7,7,Gothenburg,Borrowstounness
pit props,1899,49,49,Gothenburg,Borrowstounness
pit props and,1893,1,1,Gothenburg,Poole
pit props and crowntrees,1877,1,1,Laurvig,
pit props and mining timber,1877,3,3,Christiansand,TIMBER
pit props and mining timber ends,1877,1,1,Riga,Dundee
pit props and staves,1877,1,1,Gothenburg,
pit propwood,1899,1,1,Gothenburg,Liverpool
pit ps,1893,1,1,Ventspils,
pit sleepers,1893,1,1,Ventspils,N
pit timber,1889,1,1,Christiania,Newport
pit wood,1889,1,1,La Tremblade,Newport
pit wood,1891,1,1,Hennebont,Newport
pit wood,1893,2,2,Blaye,London
pit wood,1897,1,1,Setubal,Newport
pit wood,1898,13,13,Bordeaux,Bristol
pit wood,1899,1,1,Pauillac,PRINCES DOCK
pitch,1875,4,5,Pensacola,Greenock
pitch,1877,6,6,Pensacola,Greenock
pitch,1881,12,12,Pensacola,Tyne
pitch,1883,15,15,Pensacola,Liverpool
pitch,1884,7,7,Pensacola,Liverpool
pitch,1885,26,28,Pensacola,Liverpool
pitch,1887,27,27,Pensacola,Liverpool
pitch,1889,26,28,Pensacola,Greenock
pitch,1890,1,2,Pensacola,Greenock
pitch,1891,13,14,Pensacola,Liverpool
pitch,1893,10,11,Mobile,Liverpool
pitch,1895,5,6,Pensacola,Greenock
pitch,1898,2,2,Pensacola,Liverpool
pitch pine,1875,2,2,Pensacola,CURRENT PRICES
pitch pine,1877,9,9,Pensacola,Dundee
pitch pine,1878,1,2,Darien,
pitch pine,1881,21,22,Pensacola,Grimsby
pitch pine,1883,19,19,Pensacola,Dundee
pitch pine,1884,1,1,Pensacola,Greenock
pitch pine,1885,9,9,Pensacola,Liverpool
pitch pine,1886,1,1,Mobile,Greenock
pitch pine,1887,17,17,Pensacola,Newport
pitch pine,1889,13,14,Pensacola,Liverpool
pitch pine,1891,1,1,Danzig,London (Tilbury Docks)
pitch pine,1893,7,7,Pascagoula,Liverpool
pitch pine,1897,2,2,Darien,Dundee
pitch pine,1898,1,1,Sapelo,Grimsby
pitch pine,1899,3,3,Mobile,Tyne
pitch pine beam fillings,1877,1,1,Darien,
pitch pine boards,1877,1,1,Darien,
pitch pine boards,1893,1,1,Pensacola,Dundee
pitch pine boards,1899,1,1,Mobile,Liverpool
pitch pine deal,1875,1,1,Pensacola,Bristol
pitch pine deals,1875,1,1,Klaipeda,Bristol
pitch pine deals,1877,14,14,Pensacola,Greenock
pitch pine deals,1881,1,1,Darien,
pitch pine deals,1885,1,1,Mobile,Dundee
pitch pine deals,1887,2,2,Apalachicola,Liverpool
pitch pine deals,1889,1,1,Pensaco'a,Newport
pitch pine deals,1893,1,1,Mobile,Greenock
pitch pine deals,1897,5,5,Sabine Pass,Greenock
pitch pine deals,1899,4,4,Sapelo,Liverpool
pitch pine deals and boards,1897,1,1,Apalachicola,Bristol
pitch pine deals and boards,1899,2,2,Pensacola,Grimsby
pitch pine ends,1881,1,1,Brunswick,Fleetwood
pitch pine fir,1883,1,1,Pensacola,Tyne
pitch pine fir,1889,2,2,Mobile,Newport
pitch pine fir,1891,1,1,Pensacola,Stockton
pitch pine fir hewn,1881,1,1,Darien,Tyne
pitch pine fir sawn,1881,1,1,Darien,Tyne
pitch pine floorings,1887,1,1,Apalachicola,Liverpool
pitch pine hewn,1877,1,1,Darien,
pitch pine hewn,1881,7,7,Darien,Dover
pitch pine logs,1895,1,1,Apalachicola,Greenock
pitch pine logs,1899,1,1,Pensacola,Grimsby
pitch pine planks,1875,1,1,Burea,Bristol
pitch pine planks,1885,1,1,Brest,London
pitch pine sawn,1877,1,1,Doboy,
pitch pine sawn,1881,10,10,Darien,Tyne
pitch pine sawn,1889,1,1,Port Royal,Poole
pitch pine sawn timber,1877,1,1,Pensacola,
pitch pine sawn timber,1891,1,1,Pensacola,Greenock
pitch pine spars,1877,1,1,Pensacola,Greenock
pitch pine steppings,1887,1,1,Apalachicola,Liverpool
pitch pine stowage,1883,1,1,Apalachicola,Montrose
pitch pine tens,1889,1,1,Wartsala,Poole
pitch pine timber,1875,4,4,Pensacola,Bristol
pitch pine timber,1877,9,10,Pensacola,Greenock
pitch pine timber,1881,1,1,"Fort Royal, U.S.A.",
pitch pine timber,1883,2,2,Pensacola,Greenock
pitch pine timber,1885,2,2,Mobile,Dundee
pitch pine timber,1887,7,7,Pensacola,Liverpool
pitch pine timber,1889,5,5,Pensacola,Stockton
pitch pine timber,1891,5,5,Pensacola,Grimsby
pitch pine timber,1893,2,2,Mobile,Greenock
pitch pine timber,1895,1,1,Pensacola,Liverpool
pitch pine timber,1897,1,1,Sapelo,BEDFORD
pitch pine timber,1899,3,3,Sapelo,Liverpool
pitch pine timber and,1877,1,1,Porsgrund,
pitch pine timber and deals,1891,1,1,Mobile,Tyne
pitchpine,1883,1,1,Pensacola,Poole
pitchpine deals,1899,1,1,Mobile,Tyne
pitpoles,1899,1,1,Gothenburg,Liverpool
pitprops,1883,1,1,Risoer,Newport
pitprops,1887,1,1,Jakobstad,Grimsby
pitprops,1889,2,2,Gothenburg,Newport
pitprops,1891,2,2,Drammen,Tyne
pitprops,1893,3,3,Sundsvall,Tyne
pitprops,1895,1,1,Halmstrand,
pitprops,1897,3,3,Oscarshamn,CLOSED
pitprops,1898,1,1,Hennebont,Dublin
pitprops,1899,88,88,Gothenburg,Borrowstounness
pits,1875,1,1,Drammen,
pitwood,1874,1,1,Quebec,Liverpool
pitwood,1875,6,6,Rangoon,Bristol
pitwood,1877,9,11,Gothenburg,Dundee
pitwood,1878,1,1,Gothenburg,
pitwood,1881,296,296,Bordeaux,Bristol
pitwood,1882,7,7,Arendal,Newport
pitwood,1883,567,567,Bordeaux,Newport
pitwood,1884,57,57,Bordeaux,Newport
pitwood,1885,318,318,Bordeaux,Bristol
pitwood,1886,19,19,Bordeaux,Bristol
pitwood,1887,459,459,Bordeaux,Newport
pitwood,1888,29,29,Bordeaux,Bristol
pitwood,1889,666,666,Bordeaux,Bristol
pitwood,1890,39,39,Bordeaux,Newport
pitwood,1891,412,412,Bordeaux,Bristol
pitwood,1892,41,41,Bordeaux,Bristol
pitwood,1893,242,242,Bordeaux,Newport
pitwood,1895,239,239,Bordeaux,Bristol
pitwood,1896,16,16,Bayonne,Bristol
pitwood,1897,240,240,Bordeaux,Bristol
pitwood,1898,39,39,Bordeaux,Bristol
pitwood,1899,275,275,Bordeaux,Bristol
pitwood and boards,1899,1,1,Bordeaux,Bristol
pitwood and deal ends,1891,1,1,Christiansand,Borrowstounness
pitwood and sleepers,1899,2,2,Uddevalla,Bristol
pitwood chocks,1885,1,1,Hamburg,Liverpool
pitwood fir,1881,10,10,Donelan,Poole
pitwood fir hewn,1881,4,4,Fuen,Newport
pitwood hewn,1881,3,3,Bordeaux,Newport
pkgs,1877,3,3,West Indies,TIMBER
pkgs,1883,2,2,New York,London
pkgs,1885,1,1,New York,London
pkgs,1886,1,1,New York,London
pkgs,1887,4,4,Gothenburg,Dundee
pkgs,1889,3,3,New York,Goole
pkgs,1891,3,3,Boston,London (Tilbury Docks)
pkgs,1893,2,2,Rotterdam,Tyne
pkgs,1895,2,2,Abo,Grimsby
pkgs,1899,1,1,Montreal,Liverpool
pks,1874,1,1,Kronstadt,London
plain,1893,1,1,Drammen,Liverpool
plan,1874,1,1,Trois-RiviÃ¨res,London
planches,1891,1,1,Oran,London (Tilbury Docks)
planchette,1893,1,1,Wifstavarf,Liverpool
planchette ends,1891,1,1,Borga,London
planed,1875,4,5,Fredrikstad,London
planed,1877,2,2,New Orleans,Bristol
planed,1881,10,10,Christiania,London
planed,1882,1,1,GÃ¤vle,London
planed,1883,13,13,Drammen,London
planed,1885,39,39,Drammen,Tyne
planed,1887,15,15,Gothenburg,London
planed,1889,20,20,Drammen,Liverpool
planed,1891,15,15,GÃ¤vle,Liverpool
planed,1892,3,3,Drammen,Bristol
planed,1893,18,18,Drammen,Liverpool
planed,1896,1,1,GÃ¤vle,Liverpool
planed,1897,3,3,Fredrikstad,Liverpool
planed,1899,7,7,Drammen,Lynn
planed and dressed redwood,1891,1,1,Laurvig,Poole
planed and dressed whitewood,1891,1,1,Laurvig,Poole
planed and sawn fir,1885,1,1,Kotka,Poole
planed and sawn fir,1899,1,1,Sundswall,Londonderry
planed battens,1884,1,1,Skutskar,Liverpool
planed bdls,1899,1,1,Drammen,Lynn
planed board,1891,1,1,Fredrikstad,Bristol
planed boards,1875,5,5,Sannesund,London
planed boards,1877,1,1,Laurvig,
planed boards,1881,3,3,Gothenburg,Berwick
planed boards,1883,1,1,GÃ¤vle,London
planed boards,1884,1,1,Skutskar,Liverpool
planed boards,1885,5,5,Christiania,Tyne
planed boards,1887,7,7,Christiania,Tyne
planed boards,1889,3,3,Christiania,Tyne
planed boards,1893,2,2,Stockholm,Tyne
planed boards,1897,2,2,Gothenburg,Bristol
planed boards,1899,7,7,Christiania,Dundee
planed boards and battens,1899,1,1,Sundsvall,Tyne
planed deals,1881,1,1,Sandarne,London
planed fir,1883,6,6,Hamburg,Lynn
planed fir,1884,2,2,Hamburg,Lynn
planed fir,1885,6,6,Fredrikstad,Truro
planed fir,1887,2,2,GÃ¤vle,Inverness
planed fir,1889,1,1,Drammen,London (Tilbury Docks)
planed fir,1890,1,1,Christiania,Milford
planed fir,1891,2,2,Drammen,Poole
planed fir,1893,6,6,Halden,Poole
planed fir,1895,1,1,Gothenburg,Tyne
planed fir,1897,1,1,Christiania,Bristol
planed fir,1899,1,1,Fredrikstad,Grimsby
planed fir boards,1893,4,4,Fredrikstad,Newport
planed fir boards,1899,1,1,Fredrikstad,Lynn
planed fir boards and battens,1893,1,1,Västervik,London
planed fir deals,1893,1,1,Kem,Boston
planed fir flooring boards,1893,1,1,Fredrikstad,
planed fir mouldings,1893,1,1,Drammen,ST
planed floor boards,1885,1,1,Drammen,Bristol
planed flooring and matchboards,1885,1,1,Gothenburg,Cowes
planed floorings,1883,1,2,Sundswall,Montrose
planed timber,1895,1,1,Christiania,Tyne
planed tir,1893,1,1,Gothenburg,Poole
planed wood,1881,1,1,Fredrikstad,Truro
planed wood,1889,1,1,Uddevalla,London
plank blocks,1881,1,1,Stettin,Liverpool
plank pitch pine timber,1889,1,1,Pensacola,Greenock
planking,1891,1,1,Klaipeda,Liverpool
planks,1874,21,22,Rangoon,London
planks,1875,28,28,Rangoon,London
planks,1877,50,54,Rangoon,Dundee
planks,1878,2,2,Norfolk,
planks,1879,15,15,Tornea,London
planks,1881,78,79,Baltimore,Liverpool
planks,1883,125,128,Baltimore,Liverpool
planks,1884,5,5,Baltimore,Liverpool
planks,1885,54,55,Baltimore,London
planks,1886,4,4,Baltimore,Liverpool
planks,1887,39,39,Baltimore,Liverpool
planks,1888,1,1,Le Havre,London
planks,1889,42,43,Baltimore,London
planks,1890,2,2,Bremen,London
planks,1891,38,38,Rangoon,London
planks,1892,7,7,Mobile,Liverpool
planks,1893,23,26,New York,London
planks,1895,14,15,Bangkok,London
planks,1897,6,6,Rangoon,Liverpool
planks,1898,2,3,Baltimore,Liverpool (Coburg Dock)
planks,1899,6,6,St. John,London
planks and battens,1874,1,1,Sundswall,Liverpool
planks and battens,1875,1,1,Nedercalix,
planks and battens,1881,1,1,Ornskoldsvik,London
planks and battens,1885,1,1,Skutakar,London
planks and battens,1891,1,1,Iggesund,London
planks and battens,1892,2,2,Tornea,London (Tilbury Docks)
planks and battens,1895,3,3,Harnosand,Dundee
planks and boards,1885,2,2,Risoer,London
planks and planchettes,1895,1,1,Harnosand,
plants,1885,1,1,Bremen,CLIFF'S CREEK
plaster laths,1898,1,1,Gothenburg,Grimsby
plaster laths,1899,2,2,Gothenburg,Bristol
plc,1893,1,1,Halmstad,TENDERS
plgs,1877,1,1,Charlottetown,Dundee
plks,1880,1,1,Norfolk,Liverpool
plngs,1877,1,1,Richibouctou,
plough,1881,1,1,Boston,Liverpool
poles,1874,7,7,Christiania,Liverpool
poles,1875,18,19,Porsgrund,Liverpool
poles,1877,17,19,Porsgrund,Dundee
poles,1880,1,1,Gothenburg,Liverpool
poles,1881,29,29,Gothenburg,Liverpool
poles,1883,72,73,Porsgrund,Liverpool
poles,1884,4,4,Gothenburg,Grimsby
poles,1885,45,45,Porsgrund,Grimsby
poles,1887,37,37,Porsgrund,Grimsby
poles,1889,62,62,Gothenburg,Grimsby
poles,1891,27,27,Gothenburg,Grimsby
poles,1892,4,4,Gothenburg,Tyne
poles,1893,18,18,Christiania,Tyne
poles,1895,21,21,St. Petersburg,Grimsby
poles,1897,11,11,Christiania,Grimsby
poles,1899,16,16,Gothenburg,Grimsby
poles and,1877,1,1,Arendal,Dundee
poles and boathooks,1887,1,1,Christiania,Greenock
poles and props,1895,1,1,Harnosand,Grimsby
poles and rickers,1897,1,1,Christiania,Grimsby
poles and sleeper blocks,1899,1,1,Riga,London
poles and timber,1899,1,1,Tvedestrand,PRINCES DOCK
polos,1887,1,1,Gothenburg,London
poolwood,1883,1,1,Quebec,Liverpool
poplar,1877,1,1,Galveston,Dundee
poplar,1881,6,7,Baltimore,Liverpool
poplar,1883,11,11,New York,Liverpool
poplar,1885,5,5,Baltimore,Liverpool
poplar,1887,16,18,Baltimore,Liverpool
poplar,1889,12,12,Baltimore,Dundee
poplar,1891,9,11,Baltimore,Liverpool
poplar,1892,4,4,Baltimore,London (Tilbury Docks)
poplar,1893,17,17,Baltimore,London
poplar,1895,13,13,Baltimore,Tyne
poplar,1897,6,6,Newport News,Bristol
poplar,1898,2,2,Baltimore,Inverness
poplar,1899,21,22,Newport News,Dundee
poplar bds,1897,1,1,Newport News,Liverpool (Coburg Dock)
poplar boards,1891,1,1,New York,Bristol
poplar boards,1893,1,1,Boston,London (Tilbury Docks)
poplar boards,1895,2,2,Baltimore,Tyne
poplar boards,1898,1,1,Baltimore,Liverpool (Coburg Dock)
poplar logs,1881,1,1,Richmond,Grimsby
poplar logs,1889,1,1,New York,Liverpool
poplar logs,1891,1,1,Baltimore,Dundee
poplar logs,1893,1,1,Baltimore,Dundee
poplar logs,1895,2,2,Baltimore,London
poplar logs,1899,1,1,Baltimore,RECORD OUTPUT OF TIMBER
poplar lumber,1885,3,3,Newport News,London
poplar lumber,1887,2,2,Baltimore,Dundee
poplar lumber,1891,1,1,Norfolk,Montrose
poplar lumber,1892,1,1,New York,Tyne
poplar lumber,1897,4,4,Newport News,Liverpool
poplar lumber,1898,1,1,Baltimore,Bristol
poplar lumber,1899,10,10,Baltimore,London
poplar planks,1895,1,1,Newport News,Liverpool (Coburg Dock)
poplar planks,1899,1,1,Newport News,London
poplar squares,1895,2,2,Baltimore,Poole
poplar timber,1899,1,1,Kragero,Bristol
poplarwood,1891,1,1,New York,Inverness
popular,1887,1,1,Baltimore,Dundee
popular,1889,1,1,Boston,Borrowstounness
pos,1891,1,1,Christiansand,Grimsby
posts,1877,1,1,Bridgwater,Bristol
posts,1881,2,2,Klaipeda,Lynn
posts,1883,3,3,Halmstad,Newport
posts,1885,2,2,Gothenburg,Grimsby
posts,1887,1,1,Gothenburg,Tyne
posts,1889,9,9,Gothenburg,Grimsby
posts,1891,1,1,Gothenburg,Tyne
posts,1893,2,2,Drammen,Tyne
posts,1895,9,9,Gothenburg,Grimsby
posts,1896,1,1,Gothenburg,Grimsby
posts,1897,6,6,Gothenburg,Grimsby
posts,1898,1,1,Gothenburg,Grimsby
posts,1899,2,2,Gothenburg,Liverpool
posts and laths,1899,1,1,Gothenburg,Newport
posts and rails,1897,1,1,Gothenburg,Bristol
pp deals,1899,1,1,"Sapelo, Ga.",Liverpool
ppe,1874,1,1,Danzig,London
ppe,1885,1,1,Danzig,Liverpool
ppe,1887,1,1,New Orleans,Liverpool
ppe,1889,1,1,Norfolk,Newport
ppe,1891,1,1,Boston,Liverpool
ppo,1889,1,1,Norfolk,Liverpool
pps,1885,1,1,Danzig,Liverpool
pps,1887,1,1,New Orleans,Liverpool
pps,1891,1,1,New Orleans,Liverpool
prepared,1884,1,1,Drammen,Milford
prepared,1885,2,2,Christiania,London
prepared,1891,1,1,Skutskar,Bristol
prepared,1893,1,1,Nacka,Milford
prepared,1895,1,1,Skutskar,Tyne
prepared fir battens and boards,1893,1,1,Svartvik,Poole
prepared flooring boards,1889,1,1,Lulea,Milford
prepared flooring boards,1893,1,1,Halden,Limerick
prepared mouldings,1893,1,1,Halden,Limerick
prepared skirtings,1893,1,1,Halden,Limerick
prop wood,1881,1,1,Drammen,Tyne
props,1874,20,23,Danzig,Dundee
props,1875,138,156,Christiania,Borrowstounness
props,1877,288,386,Christiania,Borrowstounness
props,1878,7,8,Christiania,Bristol
props,1880,3,3,Baltimore,Fowey
props,1881,149,151,Gothenburg,Tyne
props,1883,560,561,Gothenburg,Grimsby
props,1884,35,35,Gothenburg,Tyne
props,1885,530,533,Gothenburg,Grimsby
props,1886,8,8,Gothenburg,Newport
props,1887,573,575,Gothenburg,Grimsby
props,1888,9,9,Gothenburg,Grimsby
props,1889,869,873,Gothenburg,Grimsby
props,1890,18,18,Gothenburg,Grimsby
props,1891,413,415,Gothenburg,Grimsby
props,1892,25,25,Gothenburg,Grimsby
props,1893,168,170,Gothenburg,Tyne
props,1895,284,286,Gothenburg,Grimsby
props,1896,8,8,Kragero,Bristol
props,1897,131,132,Gothenburg,Grimsby
props,1898,9,9,Gothenburg,Grimsby
props,1899,162,166,Gothenburg,Grimsby
props and,1877,1,1,Halmstad,Dundee
props and,1899,1,1,Alloa,Greenock
props and boards,1899,1,1,Gothenburg,Tyne
props and poles,1877,2,2,Laurvig,Dundee
props and poles,1899,1,1,Gothenburg,Grimsby
propwood,1893,1,1,Hudikswall,Liverpool
propwood,1895,1,1,Gothenburg,Liverpool
pulp,1874,1,1,Gothenburg,Dundee
pulp,1875,4,4,Göteborg,Bristol
pulp,1877,4,4,Christiania,Borrowstounness
pulp,1889,1,1,Norrkoping,Grimsby
pulp ood,1898,1,1,Fredrikstad,
pulpwood,1889,2,2,Kragero,Grimsby
pulpwood,1891,1,1,Christiania,Tyne
pulpwood,1892,3,3,Christiania,Tyne
pulpwood,1893,7,7,Hudikswall,Goole
pulpwood,1895,3,3,Simo,Grimsby
