year,commodity,cargo_rows
1899,sawn fir firewood,1
1899,doors norrkoping,1
1899,from wyburg,1
1899,boards-pickar,1
1899,geary,1
1899,shooks albert edward (s) cs box boards,1
1899,cs boards,1
1899,8cs box boards,1
1899,2nd pine,1
1899,cs basswood lumber,1
1899,from pierreville-21,1
1899,boards dagney firewood,1
1899,battens donald,1
1899,deals ivanhoe (s),1
1899,w.p boards manhattan (s),1
1899,jarrah mesaba (s),1
1899,lignumvitae silvia (s),1
1899,props brynll,1
1899,woodpulp,1
1899,from laurvig-9,1
1899,oak chocks orton,1
1899,battens tricolar,1
1899,fir poles,1
1899,red-wood sleepers,1
1899,c ancient briton (s),1
1899,boards prins oscar (s),1
1899,prepared boards,1
1899,battens columba (s),1
1899,caseboards thyra (s),1
1899,boards carl (s),1
1899,lath,1
1899,boards rondo,1
1899,shooks ella (s),1
1899,sawn fir pitprops,1
1899,sawn fir deals,1
1899,logs ambassa (s),1
1899,teak lumber,1
1899,lumber minneton (s),1
1899,white oak planks,1
1899,oak boards america (s),1
1899,deals netley abbey (s),1
1899,half-pcs sleeper blocks,1
1899,battens eliezer,1
1899,c ran (s),1
1899,c hero (s),1
1899,lumber mobile bay,1
1899,elect casings,1
1899,boards atlanta (s),1
1899,maple planks nova (s),1
1899,abechurch,1
1899,b moto (s),1
1899,spars lina firewood,1
1899,pit props wilhelmine firewood,1
1899,pine battens,1
1899,floorings lizzie english (s),1
1899,etc pearl (s),1
1899,hewn trawl beams,1
1899,oak staves o blanco (s),1
1899,from openhagen,1
1899,sg logs,1
1899,strips,1
1899,planks oak,1
1899,teak rcadia (s),1
1899,kauri imber,1
1899,deal ends o (s),1
1899,battens-lfreman,1
1899,hewn pitch pine,1
1899,walnut canada (s),1
1899,car boxwood,1
1899,oak arcadia,1
1899,firewood novington (s),1
1899,caseboards,1
1899,battens primo (s),1
1899,oak planks dharwar,1
1899,deals ran boards,1
1899,dls battens,1
1899,ends ulrika firewood,1
1899,fm firewood prins oscar (s),1
1899,scantlings karmo (s),1
1899,s'ating battens,1
1899,timber july lady lewis (s),1
1899,silverstream,1
1899,gum-a w astoria-albany,1
1899,jarrah millars forests tropea (s),1
1899,hardwood churchill,1
1899,hard,1
1899,hardwood-r,1
1899,box-wood,1
1899,from quebec-45,1
1899,ends lorne (s),1
1899,romsdal,1
1899,yellow deals,1
1899,battens gertrud (s),1
1899,weather,1
1899,slating battens,1
1899,[?] shooks,1
1899,staves fredrelandet (s),1
1899,forests city london (s),1
1899,quantity dogwood vandenbergh vanda (s),1
1899,bdlls lumber,1
1899,bdlls washboards,1
1899,bdlls staves okhla (s),1
1899,ends-sundry consignees,1
1899,staves charles (s),1
1899,birch planks,1
1899,deal battens,1
1899,pipe staves,1
1899,pitch pine scantlings,1
1899,cars hard wood,1
1899,n.c pine,1
1899,maple logs,1
1899,white ash logs,1
1899,sycamore,1
1899,spruce box shooks,1
1899,hd staves,1
1899,mills yellow boards,1
1899,w pine deals,1
1899,r pine boards,1
1899,r pine ends,1
1899,r pine deals,1
1899,cato (s) firewood-bryant,1
1899,floor boards,1
1899,box boards-sundsvall,1
1899,ends eva (s),1
1899,matched boards,1
1899,pierce ran (s) firewood,1
1899,r mcclean,1
1899,moir,1
1899,shooks knight companion (s),1
1899,lathwood aug constantin (s),1
1899,h s,1
1899,from [?] cassandra logs timber-from [?],1
1899,[?] chicago (s)-boston-[?],1
1899,walnut planks,1
1899,billets ebony,1
1899,from lagos,1
1899,ebony,1
1899,from forcados-17 logs,1
1899,from axim-168 logs timber for sundry consignees,1
1899,bryce,1
1899,ends ilos firewood,1
1899,aina,1
1899,crossings,1
1899,sleeper blocks greenbrier (s),1
1899,logwood,1
1899,w wood osborne (s),1
1899,becker,1
1899,nutman,1
1899,cs woodware batavier iii (s),1
1899,woodware hovding firewood,1
1899,box shooks,1
1899,logs hickory,1
1899,cars poplar,1
1899,oak hardwood,1
1899,cobbett,1
1899,dottridge,1
1899,mallinson,1
1899,w shut,1
1899,jarrah clan alpine (s),1
1899,jarrah japan (s),1
1899,walnut osborne (s) walnut squares,1
1899,karri squares,1
1899,sleeper blocks bravo (s),1
1899,w wood envoy (s),1
1899,lathwood-half-staves,1
1899,ends ugland,1
1899,wood city london (s),1
1899,battens eliezer-pitea,1
1899,ends orlando (s),1
1899,laths atalanta (s),1
1899,wood carl xv (s) boxboards,1
1899,lathwood sandal (s),1
1899,battens tantallon (s),1
1899,battens zoe (s),1
1899,mouldings edward,1
1899,whitewood strips,1
1899,redwood boards,1
1899,from onega-3,1
1899,symra,1
1899,boards kathe (s),1
1899,from skutskar-11,1
1899,timber isle hastings (s),1
1899,ends gallus,1
1899,boards holywell (s),1
1899,firewood prins hendrick (s),1
1899,wood mario,1
1899,shooks manhattan (s),1
1899,poplar damascus (s),1
1899,sleepers constantin (s),1
1899,boards thule (s) turnery,1
1899,percy h johnson,1
1899,a johnson,1
1899,logs wood newquay (s),1
1899,sept europe (s),1
1899,from st john,1
1899,cs peg wood,1
1899,ends el dorado (s),1
1899,deals holmlea (s),1
1899,firewood lina firewood,1
1899,deals lock katrine,1
1899,express,1
1899,gallatly,1
1899,from umea,1
1899,batter scantlings,1
1899,firewood lady salisbury (s),1
1899,battens urda (s),1
1899,battens sitona (s) mouldings,1
1899,als,1
1899,lathwood thule (s),1
1899,doors sept new york (s),1
1899,from halifax,1
1899,from sando,1
1899,gellatly,1
1899,ferry,1
1899,firewood harold (s),1
1899,battens raffety,1
1899,laths sitona (s) mouldings,1
1899,blls boxboards,1
1899,firewood sept nerma (s),1
1899,wood freda (s),1
1899,s blocks,1
1899,sp boards,1
1899,fthms pulpwood,1
1899,oak sept europe (s),1
1899,teak squares,1
1899,teak planks,1
1899,bolgen,1
1899,ends ma,1
1899,c perm (s),1
1899,lumber mary park (s) lumber,1
1899,boards huss,1
1899,boards herman firewood,1
1899,cs pine boards,1
1899,timber wilhelmina (s),1
1899,hard lumber,1
1899,dowels european (s),1
1899,teak montcalm (s),1
1899,veneers,1
1899,car walnut west point (s),1
1899,lathwood mount royal (s),1
1899,wood blocks,1
1899,from quebec-22,1
1899,firewood gutrune (s),1
1899,from montreal,1
1899,teak monte videan (s),1
1899,wash boards,1
1899,handles manitou (s),1
1899,birch staves,1
1899,sawn ash,1
1899,shooks avon (s) logs cedar,1
1899,lignum-vitae,1
1899,[?] mouldings,1
1899,sleeper blocks thorsten (s),1
1899,lathwood orlando (s),1
1899,sleeper blocks konigsberg (s),1
1899,c hugin (s),1
1899,timber gottfrid (s),1
1899,cargo deals,1
1899,boards moto (s),1
1899,deals hangesund (s),1
1899,boards foam (s),1
1899,victory,1
1899,from metis,1
1899,tea rosarian (s),1
1899,cedar from berbice,1
1899,logs greenheart timber,1
1899,veneer,1
1899,bitterwood,1
1899,w wood,1
1899,planks bengloe (s),1
1899,lignum vitæ,1
1899,white oak boards,1
1899,ash strips,1
1899,logs greenheart timber asphodel (s),1
1899,hds shooks,1
1899,oak scantlings dahome (s),1
1899,birch timber,1
1899,hardwood squares,1
1899,walnut logs pavonia (s) handles,1
1899,staves staffa (s),1
1899,flooring tens,1
1899,battens dora (s),1
1899,c rickers,1
1899,timber oct city amsterdam (s),1
1899,jordesen,1
1899,lathwood atalanta (s),1
1899,phillips,1
1899,graves,1
1899,doors oct manila (s),1
1899,flooring victoria (s),1
1899,battens hylton (s),1
1899,bls poplar,1
1899,blls poplar,1
1899,blls walnut,1
1899,mahogany brazilian (s),1
1899,staves mombasa (s),1
1899,sks walnut,1
1899,blls shooks,1
1899,staves cumeria (s),1
1899,blls shooks star new zealand (s),1
1899,hardwood maryland (s),1
1899,boxwood mallard (s),1
1899,quantity firewood,1
1899,mouldings nautilus (s),1
1899,boards from hernosand,1
1899,floorings vacka,1
1899,wood zrinyi (s),1
1899,firewood agnes campbell firewood,1
1899,tcs mining timber,1
1899,cuvier,1
1899,shelving boards,1
1899,pitch pine,1
1899,sawn wood,1
1899,parquettes,1
1899,oak friezes,1
1899,brown handles cato (s),1
1899,j stewart,1
1899,cross,1
1899,maxim,1
1899,from three rivers,1
1899,cs pine boards orlando (s) wood,1
1899,great western railway,1
1899,boat hooks,1
1899,wood jessica (s),1
1899,wood condor (s),1
1899,planks wood anglia (s),1
1899,wood vincent,1
1899,g pearson,1
1899,pickets,1
1899,w robertshaw,1
1899,hassell,1
1899,w baird,1
1899,irlam wharf,1
1899,hewn red fir,1
1899,boards-owners middlesbro’ estate,1
1899,boxwood-the union steamship,1
1899,myrabolams,1
1899,oak european (s),1
1899,cs lumber,1
1899,cs handles maniton (s),1
1899,logs mahogany rewa (s),1
1899,lyle,1
1899,basswood,1
1899,mouldings essequibo (s),1
1899,hales,1
1899,cedar wood,1
1899,w.o,1
1899,ingham,1
1899,oak mouldings,1
1899,marwood,1
1899,s boards,1
1899,sawn sleepers,1
1899,wood jaffa (s),1
1899,deals record,1
1899,c bellona (s),1
1899,ends anitra (s),1
1899,a lyle,1
1899,landqvist,1
1899,firewood newport (s),1
1899,battens avia firewood,1
1899,firewood hercules (s) timber,1
1899,dahl,1
1899,fir timber,1
1899,battens sigurd (s),1
1899,t redwood nov rubis (s),1
1899,mouldings brunhilde (s),1
1899,scantlings orlando (s),1
1899,firewood congress (s),1
1899,deals nov tresfond (s),1
1899,boards ama,1
1899,moudings,1
1899,case,1
1899,full cargo pit props,1
1899,oak staves biela (s),1
1899,hewn oak logs,1
1899,elm nov menominee (s),1
1899,shooks rockhurst,1
1899,jarrah indraghiri (s),1
1899,walnut west point (s),1
1899,kauri timber,1
1899,hereford,1
1899,willows virgo (s),1
1899,brls maple pickets,1
1899,holmwood,1
1899,w g taylor,1
1899,boards reidar (s),1
1899,lumber montana (s),1
1899,logs mahogany nagy lagos (s),1
1899,shooks on,1
1899,ewing,1
1899,incall,1
1899,e (s),1
1899,lasts swallow (s),1
1899,f briesemann,1
1899,redwood deals,1
1899,redwood 4-sleepers,1
1899,a bruce,1
1899,boards argo (s),1
1899,boards abbey holme (s),1
1899,boards toledo,1
1899,laths cairo (s),1
1899,wood nautilus (s),1
1899,boards gannet (s),1
1899,buxton lime firms,1
1899,bd's plaster laths,1
1899,j duckett,1
1899,slating laths,1
1899,w hill,1
1899,hollis,1
1899,a dempsey,1
1899,lathwood leo (s),1
1899,poles highlands (s),1
1899,a may,1
1899,birch lumber venesta (s),1
1899,birch lumber losack,1
1899,jordeson,1
1899,c mercator (s),1
1899,firewood hovding firewood,1
1899,slating battens union (s),1
1899,r h dahl,1
1899,broederfolkit,1
1899,firewood anna firewood,1
1899,firewood homea,1
1899,oak staves memnon (s),1
1899,oak douro (s),1
1899,oak flooring,1
1899,spokes,1
1899,shooks british trader (s),1
1899,w o oak planks,1
1899,logs mahogany lapwing (s),1
1899,staves grodno (s),1
1899,lathwood thule (s) cs boxboards,1
1899,sleeper blocks christian ix (s)-gothenburg,1
1899,mouldings danmark (s),1
1899,ends andrada,1
1899,boards bonheur (s),1
1899,battens frisia (s),1
1899,sleepers koningen regentes (s),1
1899,sawn beech,1
1899,oak friday,1
1899,sleepers prins hendrik (s),1
1899,jarrah kildona (s),1
1899,r hill,1
1899,solway prince (s),1
1899,ilus (s),1
1899,jno forshaw ibis (s),1
1899,diamond,1
1899,j forshaw glentow (s),1
1899,j forshaw,1
1899,gesina lauria,1
1899,wilson topaz,1
1899,boards r connon,1
1899,yellow pine,1
1899,j cook,1
1899,lathwood oxford (s),1
1899,venesta,1
1899,staves albert edward (s),1
1899,[?] doors pine lumber,1
1899,hiver,1
1899,staves cervona (s),1
1899,firewood-[?],1
1899,[?] battens almas fir,1
1899,staves springwell (s),1
1899,ash cambrian (s),1
1899,sleepers arana (s),1
1899,sleepers thorsten (s),1
1899,j sandell,1
1899,woodware sperber (s),1
1899,battens astrid firewood,1
1899,boards edvard,1
1899,boards carlsvik,1
1899,boards from lund,1
1899,boards elen (s),1
1899,floorings wilhelmine firewood,1
1899,rickers kiara firewood,1
1899,beaton,1
1899,a t parkes,1
1899,bds laths,1
1899,firewood elida,1
1899,floorings sitona (s),1
1899,s priday,1
1899,square timber,1
1899,d witt,1
1899,palmer,1
1899,c gaffinel,1
1899,w j brocklehurst,1
1899,whitewood java (s),1
1899,fans mahogany,1
1899,fan cedar,1
1899,gonzalez,1
1899,logs fan mahogany,1
1899,staves montauk point (s),1
1899,st lucia,1
1899,r mail s.p,1
1899,logs cedar,1
1899,dogwood egret (s),1
1899,sleepers johan siem (s),1
1899,sleeper blocks carl xv (s) cs boxboards,1
1899,c lima firewood,1
1899,boards avena (s),1
1899,c rocklands (s),1
1899,battens ran (s) boards,1
1899,case-boards,1
1899,battens flugt (s),1
1899,car oak lumber,1
1899,staves envoy (s),1
1899,maple boards,1
1899,w w lumber,1
1899,mahogany logs,1
1899,mahogany lumber oanfa (s),1
1899,teak,1
1899,brls shooks,1
1899,w mallinson,1
1899,ash lumber,1
1899,t james,1
1899,bls,1
1899,logs gum,1
1899,logs ash,1
