source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,raw_segment,extraction_method,needs_review,original_extracted_ship,similarity_score,duplicate_reason
"11. 171-173 - September 15 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",3,Rolla,Gothenburg,NEW YORK,—970 pcs,,,,1874,22,8,1874,True,"Rolla (s) @ Gothenburg,—970 pcs. deals, 783 pcs. deal ends, 1,572 pcs. pipe staves, Order.",MULTI_SPLIT,True,Rolla,1.0000,Similar to original_extracted_ship
"11. 171-173 - September 15 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",3,Rolla,Gothenburg,NEW YORK,—970 pcs,,,,1874,22,8,1874,True,"Rolla (s) @ Gothenburg,—970 pcs. deals, 783 pcs. deal ends, 1,572 pcs. pipe staves, Order.",MULTI_SPLIT,True,Rolla,1.0000,Similar to original_extracted_ship
"11. 171-173 - September 15 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",6,Johanna Emilie,Sundswall,DUNDEE,—383 pcs,,,,1877,18,8,1877,False,"Johanna Emilie @ Sundswall,—383 pcs. timber, 150 spars, 1,164 battens, J. Duncan & Co.",MULTI_SPLIT,True,Johanna Emilie,1.0000,Similar to original_extracted_ship
"11. 171-173 - September 15 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",6,Johanna Emilie,Sundswall,DUNDEE,—383 pcs,,,,1877,18,8,1877,False,"Johanna Emilie @ Sundswall,—383 pcs. timber, 150 spars, 1,164 battens, J. Duncan & Co.",MULTI_SPLIT,True,Johanna Emilie,1.0000,Similar to original_extracted_ship
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",4,Akkara,Miramichi,LONDON,—13,296 pcs,,,1874,8,8,1874,False,"Akkara @ Miramichi,—13,296 pcs. deals, Order.",MULTI_SPLIT,True,Akkara,1.0000,Similar to original_extracted_ship
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",6,Johanna Emilie,Sundswall,DUNDEE,—383 pcs,,,,1877,18,8,1877,False,"Johanna Emilie @ Sundswall,—383 pcs. timber, 150 spars, 1,164 battens, J. Duncan & Co.",MULTI_SPLIT,True,Johanna Emilie,1.0000,Similar to original_extracted_ship
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",9,Clolia,Gefle,BRISTOL,"—16,422 deals",&c,,,1875,21,8,1875,False,"Clolia @ Gefle,—16,422 deals, &c., R. Wade, Sons, & Co.",MULTI_SPLIT,True,Clolia,1.0000,Similar to original_extracted_ship
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",19,Dolen,Christiania,DUNDEE,—13,762 pcs,,,1877,14,4,1877,False,"Dolen @ Christiania,—13,762 pcs. pit props, Hal, Brothers. F.",MULTI_SPLIT,True,Dolen,1.0000,Similar to original_extracted_ship
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",20,Indian Chief,Wifstawarf,BRISTOL,—14,666 pcs,,,1875,24,7,1875,False,"Indian Chief @ Wifstawarf,—14,666 pcs. battens and ends, J. Staples.",MULTI_SPLIT,True,Indian Chief,1.0000,Similar to original_extracted_ship
"11. p. 169-172 - September 18 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",30,Johann Carl,Memi,BRISTOL,—8,188 pcs,,,1874,22,8,1874,False,"Johann Carl @ Memi,—8,188 pcs. deals and boards, Order.",MULTI_SPLIT,True,Johann Carl,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",3,Rolla,Gothenburg,NEW YORK,—970 pcs,,,,1874,22,8,1874,True,"Rolla (s) @ Gothenburg,—970 pcs. deals, 783 pcs. deal ends, 1,572 pcs. pipe staves, Order.",MULTI_SPLIT,True,Rolla,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",8,Vespasian,Taganrog,BO'NESS,—36,698 pcs,,,1875,21,8,1875,True,"Vespasian (s) @ Taganrog,—36,698 pcs. boxwood, Gardner & Sons.",MULTI_SPLIT,True,Vespasian,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",9,Clolia,Gefle,BRISTOL,"—16,422 deals",&c,,,1875,21,8,1875,False,"Clolia @ Gefle,—16,422 deals, &c., R. Wade, Sons, & Co.",MULTI_SPLIT,True,Clolia,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",29,Leopoldine Frande,Cronstadt,BRISTOL,—6,512 pcs,,,1874,22,8,1874,False,"Leopoldine Frande @ Cronstadt,—6,512 pcs. deals, battens, and ends, Order.",MULTI_SPLIT,True,Leopoldine Frande,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",30,Johann Carl,Memi,BRISTOL,—8,188 pcs,,,1874,22,8,1874,False,"Johann Carl @ Memi,—8,188 pcs. deals and boards, Order.",MULTI_SPLIT,True,Johann Carl,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",32,Southern Rights,Ljusne,BRISTOL,—29,967 pcs,,,1874,25,7,1874,False,"Southern Rights @ Ljusne,—29,967 pcs. deals, &c., Jones & Co.",MULTI_SPLIT,True,Southern Rights,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",35,Vestalinden,Fredrikstad,BRISTOL,"—15,658 boards",Hardy Bros,,,1875,21,8,1875,False,"Vestalinden @ Fredrikstad,—15,658 boards, Hardy Bros.",MULTI_SPLIT,True,Vestalinden,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",9,Clolia,Gefle,BRISTOL,"—16,422 deals",&c,,,1875,21,8,1875,False,"Clolia @ Gefle,—16,422 deals, &c., R. Wade, Sons, & Co.",MULTI_SPLIT,True,Clolia,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",10,London Packet,Fredrikshamn,BRISTOL,—16,711 pcs,,,1875,21,8,1875,False,"London Packet @ Fredrikshamn,—16,711 pcs. deals battens, R. Wade, Sons, & Co.",MULTI_SPLIT,True,London Packet,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",11,Orlande,Gothenburg,BO'NESS,"—10,929 pit props",82 c,,,1875,21,8,1875,True,"Orlande (s) @ Gothenburg,—10,929 pit props, 82 c. deals, &c., Wilson.",MULTI_SPLIT,True,Orlande,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",13,Vif,Drammen,GREENOCK,—11,883 pcs,,,1874,22,8,1874,False,"Vif @ Drammen,—11,883 pcs. deals, James McLean and Co.",MULTI_SPLIT,True,Vif,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",56,Zealandia,Pensacola,GREENOCK,—1,742 pcs,,,1874,25,7,1874,False,"Zealandia @ Pensacola,—1,742 pcs. sawn pitch pine, 660 pcs. sawn pitch pine deals, Singleton, Dunn & Co.",MULTI_SPLIT,True,Zealandia,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p004.txt",4,Akkara,Miramichi,LONDON,—13,296 pcs,,,1874,8,8,1874,False,"Akkara @ Miramichi,—13,296 pcs. deals, Order.",MULTI_SPLIT,True,Akkara,1.0000,Similar to original_extracted_ship
"11. p.163-166 - September 19 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p004.txt",14,Henry Reed,Drontheim,BO'NESS,—70 c,,,,1875,21,8,1875,False,"Henry Reed @ Drontheim,—70 c. deals, &c., Good.",MULTI_SPLIT,True,Henry Reed,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",10,London Packet,Fredrikshamn,BRISTOL,—16,711 pcs,,,1875,21,8,1875,False,"London Packet @ Fredrikshamn,—16,711 pcs. deals battens, R. Wade, Sons, & Co.",MULTI_SPLIT,True,London Packet,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",11,Orlande,Gothenburg,BO'NESS,"—10,929 pit props",82 c,,,1875,21,8,1875,True,"Orlande (s) @ Gothenburg,—10,929 pit props, 82 c. deals, &c., Wilson.",MULTI_SPLIT,True,Orlande,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",12,Epaminondas,Quebec,GREENOCK,—672 pcs,,,,1874,22,8,1874,False,"Epaminondas @ Quebec,—672 pcs. square white pine, George Gillespie & Co.",MULTI_SPLIT,True,Epaminondas,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",13,Vif,Drammen,GREENOCK,—11,883 pcs,,,1874,22,8,1874,False,"Vif @ Drammen,—11,883 pcs. deals, James McLean and Co.",MULTI_SPLIT,True,Vif,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",14,Henry Reed,Drontheim,BO'NESS,—70 c,,,,1875,21,8,1875,False,"Henry Reed @ Drontheim,—70 c. deals, &c., Good.",MULTI_SPLIT,True,Henry Reed,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",19,Dolen,Christiania,DUNDEE,—13,762 pcs,,,1877,14,4,1877,False,"Dolen @ Christiania,—13,762 pcs. pit props, Hal, Brothers. F.",MULTI_SPLIT,True,Dolen,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",20,Indian Chief,Wifstawarf,BRISTOL,—14,666 pcs,,,1875,24,7,1875,False,"Indian Chief @ Wifstawarf,—14,666 pcs. battens and ends, J. Staples.",MULTI_SPLIT,True,Indian Chief,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",20,Indian Chief,Wifstawarf,BRISTOL,—14,666 pcs,,,1875,24,7,1875,False,"Indian Chief @ Wifstawarf,—14,666 pcs. battens and ends, J. Staples.",MULTI_SPLIT,True,Indian Chief,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",21,Rota,Cronstadt,BO'NESS,"—5,150 deals, Mitchell, Thomson",& Co,,,1877,4,8,1877,False,"Rota @ Cronstadt,—5,150 deals, Mitchell, Thomson, & Co.",MULTI_SPLIT,True,Rota,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",22,Lokken,Abo,BO'NESS,—12 fms,,,,1875,21,8,1875,False,"Lokken @ Abo,—12 fms. firewood, Simony.",MULTI_SPLIT,True,Lokken,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",33,Helene,Saguenay,GREENOCK,"—12,457 deals, 1,886 deal ends, 4,380 palings",Order,,,1875,24,7,1875,False,"Helene @ Saguenay,—12,457 deals, 1,886 deal ends, 4,380 palings, Order.",MULTI_SPLIT,True,Helene,1.0000,Similar to original_extracted_ship
"12. 187-191 - September 29 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p004.txt",131,Magnificent,Quebec,GREENOCK,—714 pcs,,,,1877,29,9,1877,False,"Magnificent @ Quebec,—714 pcs. red pine, 96 pcs. elm, 121 pcs. ash, 11 pcs. basswood, 322 pcs. birch, 364 pcs. white pine, 214 pcs. waney pine 68 pcs. maple, 750 pcs. pine deals, 1,000 pcs. spruce deals, 7 cords lathwood, A. G. Kidston & Co. ; 173 pcs. wainscot oak, 6,078 pcs. pipe staves, 7,200 pcs. W.O.W.I. staves, Singleton, Dunn, & Co.",MULTI_SPLIT,True,Magnificent,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",54,Carl,Sandarne,DUNDEE,—582 pcs,,,,1875,7,8,1875,False,"Carl @ Sandarne,—582 pcs. timber, 968 pcs. props, J. T. Salvesen & Co. Order.",MULTI_SPLIT,True,Carl,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",55,Adalen,Salsaker,DUNDEE,"—15,202 battens",Order,,,1877,4,8,1877,False,"Adalen @ Salsaker,—15,202 battens, Order.",MULTI_SPLIT,True,Adalen,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",55,Adalen,Salsaker,DUNDEE,"—15,202 battens",Order,,,1877,4,8,1877,False,"Adalen @ Salsaker,—15,202 battens, Order.",MULTI_SPLIT,True,Adalen,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",56,Zealandia,Pensacola,GREENOCK,—1,742 pcs,,,1874,25,7,1874,False,"Zealandia @ Pensacola,—1,742 pcs. sawn pitch pine, 660 pcs. sawn pitch pine deals, Singleton, Dunn & Co.",MULTI_SPLIT,True,Zealandia,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",56,Zealandia,Pensacola,GREENOCK,—1,742 pcs,,,1874,25,7,1874,False,"Zealandia @ Pensacola,—1,742 pcs. sawn pitch pine, 660 pcs. sawn pitch pine deals, Singleton, Dunn & Co.",MULTI_SPLIT,True,Zealandia,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",56,Zealandia,Pensacola,GREENOCK,—1,742 pcs,,,1874,25,7,1874,False,"Zealandia @ Pensacola,—1,742 pcs. sawn pitch pine, 660 pcs. sawn pitch pine deals, Singleton, Dunn & Co.",MULTI_SPLIT,True,Zealandia,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",56,Zealandia,Pensacola,GREENOCK,—1,742 pcs,,,1874,25,7,1874,False,"Zealandia @ Pensacola,—1,742 pcs. sawn pitch pine, 660 pcs. sawn pitch pine deals, Singleton, Dunn & Co.",MULTI_SPLIT,True,Zealandia,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",56,Zealandia,Pensacola,GREENOCK,—1,742 pcs,,,1874,25,7,1874,False,"Zealandia @ Pensacola,—1,742 pcs. sawn pitch pine, 660 pcs. sawn pitch pine deals, Singleton, Dunn & Co.",MULTI_SPLIT,True,Zealandia,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p001.txt",59,Marion,Quebec,GREENOCK,4 pcs,,,,1875,7,8,1875,False,"Marion @ Quebec, 4 pcs. white wood, 395 pcs. red pine, 131 pcs. waney white pine, 146 pcs. square white pine, 1,799 deals, 3,600 W.O. W.I. staves, 1,580 pipe staves, 296 pcs. birch, Allison, Cousland & Hamilton.",MULTI_SPLIT,True,Marion,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",4,Akkara,Miramichi,LONDON,—13,296 pcs,,,1874,8,8,1874,False,"Akkara @ Miramichi,—13,296 pcs. deals, Order.",MULTI_SPLIT,True,Akkara,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",20,Indian Chief,Wifstawarf,BRISTOL,—14,666 pcs,,,1875,24,7,1875,False,"Indian Chief @ Wifstawarf,—14,666 pcs. battens and ends, J. Staples.",MULTI_SPLIT,True,Indian Chief,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",26,Douglas,Helsingfors,DUNDEE,"—23,800 deals",&c,,,1877,21,7,1877,False,"Douglas @ Helsingfors,—23,800 deals, &c., Price, Potter, Walker, & Co.",MULTI_SPLIT,True,Douglas,1.0000,Similar to original_extracted_ship
"12. p. 179-182 - October 3 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p003.txt",40,Liberia,Genoa,BO'NESS,"—1,700 walnut planks",Order,,,1875,21,8,1875,False,"Liberia @ Genoa,—1,700 walnut planks, Order.",MULTI_SPLIT,True,Liberia,1.0000,Similar to original_extracted_ship
"13. 202-206 - October 13 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p004.txt",83,Orselius,Sundswall,BRISTOL,—9,296 pcs,,,1874,17,10,1874,False,"Orselius @ Sundswall,—9,296 pcs. deals, battens, and boards, Order.",MULTI_SPLIT,True,Orselius,1.0000,Similar to original_extracted_ship
"13. p. 193-195 - October 17 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",11,Orlande,Gothenburg,BO'NESS,"—10,929 pit props",82 c,,,1875,21,8,1875,True,"Orlande (s) @ Gothenburg,—10,929 pit props, 82 c. deals, &c., Wilson.",MULTI_SPLIT,True,Orlande,1.0000,Similar to original_extracted_ship
"13. p. 193-195 - October 17 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",22,Lokken,Abo,BO'NESS,—12 fms,,,,1875,21,8,1875,False,"Lokken @ Abo,—12 fms. firewood, Simony.",MULTI_SPLIT,True,Lokken,1.0000,Similar to original_extracted_ship
"13. p. 193-195 - October 17 1874 - Imports of Timber, &c. - Timber Trades Journal Vol. 2 1875_p002.txt",83,Orselius,Sundswall,BRISTOL,—9,296 pcs,,,1874,17,10,1874,False,"Orselius @ Sundswall,—9,296 pcs. deals, battens, and boards, Order.",MULTI_SPLIT,True,Orselius,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,6,Johanna Emilie,Sundswall,DUNDEE,—383 pcs,,,,1877,18,8,1877,False,"Johanna Emilie @ Sundswall,—383 pcs. timber, 150 spars, 1,164 battens, J. Duncan & Co.",MULTI_SPLIT,True,Johanna Emilie,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,10,London Packet,Fredrikshamn,BRISTOL,—16,711 pcs,,,1875,21,8,1875,False,"London Packet @ Fredrikshamn,—16,711 pcs. deals battens, R. Wade, Sons, & Co.",MULTI_SPLIT,True,London Packet,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,10,London Packet,Fredrikshamn,BRISTOL,—16,711 pcs,,,1875,21,8,1875,False,"London Packet @ Fredrikshamn,—16,711 pcs. deals battens, R. Wade, Sons, & Co.",MULTI_SPLIT,True,London Packet,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,10,London Packet,Fredrikshamn,BRISTOL,—16,711 pcs,,,1875,21,8,1875,False,"London Packet @ Fredrikshamn,—16,711 pcs. deals battens, R. Wade, Sons, & Co.",MULTI_SPLIT,True,London Packet,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,10,London Packet,Fredrikshamn,BRISTOL,—16,711 pcs,,,1875,21,8,1875,False,"London Packet @ Fredrikshamn,—16,711 pcs. deals battens, R. Wade, Sons, & Co.",MULTI_SPLIT,True,London Packet,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,10,London Packet,Fredrikshamn,BRISTOL,—16,711 pcs,,,1875,21,8,1875,False,"London Packet @ Fredrikshamn,—16,711 pcs. deals battens, R. Wade, Sons, & Co.",MULTI_SPLIT,True,London Packet,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,12,Epaminondas,Quebec,GREENOCK,—672 pcs,,,,1874,22,8,1874,False,"Epaminondas @ Quebec,—672 pcs. square white pine, George Gillespie & Co.",MULTI_SPLIT,True,Epaminondas,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,12,Epaminondas,Quebec,GREENOCK,—672 pcs,,,,1874,22,8,1874,False,"Epaminondas @ Quebec,—672 pcs. square white pine, George Gillespie & Co.",MULTI_SPLIT,True,Epaminondas,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,12,Epaminondas,Quebec,GREENOCK,—672 pcs,,,,1874,22,8,1874,False,"Epaminondas @ Quebec,—672 pcs. square white pine, George Gillespie & Co.",MULTI_SPLIT,True,Epaminondas,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,12,Epaminondas,Quebec,GREENOCK,—672 pcs,,,,1874,22,8,1874,False,"Epaminondas @ Quebec,—672 pcs. square white pine, George Gillespie & Co.",MULTI_SPLIT,True,Epaminondas,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,13,Vif,Drammen,GREENOCK,—11,883 pcs,,,1874,22,8,1874,False,"Vif @ Drammen,—11,883 pcs. deals, James McLean and Co.",MULTI_SPLIT,True,Vif,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,13,Vif,Drammen,GREENOCK,—11,883 pcs,,,1874,22,8,1874,False,"Vif @ Drammen,—11,883 pcs. deals, James McLean and Co.",MULTI_SPLIT,True,Vif,1.0000,Similar to original_extracted_ship
13. p. 197-200 - October 16 1875 - Timber Trades Journal Vol. 3 1875_p002.txt,13,Vif,Drammen,GREENOCK,—11,883 pcs,,,1874,22,8,1874,False,"Vif @ Drammen,—11,883 pcs. deals, James McLean and Co.",MULTI_SPLIT,True,Vif,1.0000,Similar to original_extracted_ship
